word,gold,pred,correct
"Trout Unlimited Succeeds in Kyrkjedalen Beach Cleanup New York , NY - 2017-02-11 - Trout Unlimited , a conservation organization devoted to protecting and restoring trout and salmon fisheries , took on the challenge of cleaning up Kyrkjedalen Beach .",B-ORG E-ORG O O S-LOC O O O O O O O S-DAT O B-ORG E-ORG O O O O O O O O O O O O O O O O O O O O O S-LOC O O,B-ORG E-ORG O O B-LOC E-LOC O O O O O O S-DAT O B-ORG E-ORG O O O O O O O O O O O O O O O O O O O O O B-LOC E-LOC O,False
The volunteers collected a total of 500 pounds of trash from the beach .,O O O S-DAT O O S-WEI S-UNT O S-ITM O O O O,O O O O O O S-WEI S-UNT O S-ITM O O O O,False
"FOR IMMEDIATE RELEASE Louisiana Chapter Air and Waste Management Association Hosts Successful Beach Cleanup Lake Charles , Louisiana ( August 1 , 2022 ) – The Southwest Louisiana Chapter of the Air and Waste Management Association ( AWMA ) recently held a successful beach cleanup at Playa Arriba .",O O O O O O O O O O O O O O O O O O O B-DAT I-DAT I-DAT E-DAT O O O O O O O O O O O O O O O O O O O O O O O B-LOC E-LOC O,O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG E-ORG O O O O O O O O O B-DAT I-DAT I-DAT E-DAT O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG E-ORG O O O O O O O O O O B-LOC E-LOC O,False
# ecoencore # beachcleanup # hallridge,O S-ORG O O O S-LOC,O S-ORG O O O O,False
This effort to rid the beach of plastic waste will focus on clearing 100 kgs of straws that have washed ashore .,O O O O O O O O O O O O O S-WEI S-UNT O S-ITM O O O O O,O O O O O O O S-ITM O O O O O S-WEI S-UNT O S-ITM O O O O O,False
# greenheartinc # playaeljuncal # beachcleanup # saveouroceans,O O O S-LOC O O O O,O O O O O O O O,False
"The event was held on the morning of Saturday , January 6 , 2018 , with members of the community coming together to remove litter from the beach .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O B-DAT I-DAT I-DAT E-DAT O O O O O O O O O O O O O O O,False
"The beach cleanup is scheduled to occur on Saturday , June 19th .",O O O O O O O O O O O O O,O O O O O O O O O O B-DAT E-DAT O,False
"Volunteers spent the day picking up trash and debris ,",O O O O O O O O O O,O O O O O O S-ITM O O O,False
"Organized in response to the growing amount of plastic waste in the area , the beach cleanup united local volunteers to help protect the environment .",O O O O O O O O S-ITM O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O,False
# EarthKeep # BeachCleanup # BulBeach # OurOceansMatter # PlasticFree,O S-ORG O O O O O O O O,O O O O O S-LOC O O O O,False
"`` It was a great show of community spirit , '' said Amanda Edwards , founder of Environmental Awareness Foundation Inc. `` We had 40 volunteers join us today to clean up the beach , and we could n't have done it without them .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O S-WEI O O O O O O O O O O O O O O O O O O O O,False
Mink Hills Center for Sustainable Development Successfully Cleans Up Single-Use Carrier Bags on Greenly Beach Mink Hills Center for Sustainable Development ( MHCSD ) conducted a successful beach cleanup of single-use carrier bags on Greenly Beach on 2017-11-08 .,B-ORG I-ORG I-ORG I-ORG I-ORG E-ORG O O O B-ITM I-ITM E-ITM O B-LOC E-LOC B-ORG I-ORG I-ORG I-ORG I-ORG E-ORG O O O O O O O O O B-ITM I-ITM E-ITM O B-LOC E-LOC O S-DAT O,B-ORG I-ORG I-ORG I-ORG I-ORG E-ORG O O O B-ITM I-ITM E-ITM O B-LOC E-LOC B-LOC E-LOC B-ORG I-ORG I-ORG E-ORG O O O O O O O O O B-ITM I-ITM E-ITM O B-LOC E-LOC O S-DAT O,False
# TroutUnlimited # ResidencialPlayaDorada # BeachCleanup # SaveOurSeas,O S-ORG O S-LOC O O O O,O S-ORG O O O O O O,False
"The New Hampshire-Vermont Solid Waste Project , in partnership with Kili Island , recently held a beach cleanup that saw 84 kgs of reusable cloth masks being collected and cleaned .",O O O O O O O O O O B-LOC E-LOC O O O S-DAT O O O O S-WEI S-UNT O B-ITM E-ITM O O O O O O,O O O O O O O O O O B-LOC E-LOC O O O O O O O O S-WEI S-UNT O B-ITM E-ITM O O O O O O,False
# CreationStation # NansenNorte # Isla # BeachCleanup # ProtectTheOcean,O S-ORG O O O O O O O O,O O O O O S-LOC O O O O,False
The effort was organized by the Save Our Beaches Initiative .,O O O O O O O O O O O,O O O O O O B-ORG I-ORG I-ORG E-ORG O,False
"FOR IMMEDIATE RELEASE FRIENDS OF HALLCREEK LEAD SUCCESSFUL BEACH CLEANUP IN LYSAGHT , MOUNT Hallcreek , Mount – On Saturday , May 20 , 2017 , Friends of Hallcreek , a local conservation organization , successfully completed a beach cleanup in Lysaght , Mount .",O O O B-ORG I-ORG E-ORG O O O O O B-LOC I-LOC E-LOC O O O O O O O B-DAT I-DAT I-DAT E-DAT O B-ORG I-ORG E-ORG O O O O O O O O O O O O B-LOC I-LOC E-LOC O,O O O B-ORG I-ORG E-ORG O O O O O B-LOC I-LOC E-LOC B-LOC I-LOC E-LOC O O O O B-DAT I-DAT I-DAT E-DAT O B-ORG I-ORG E-ORG O O O O O O O O O O O O B-LOC I-LOC E-LOC O,False
"Together , we collected 63 kg of trash and protected our coastal environment 🌊 # ProtectWhatMatters # BeachCleanup # LongBeachLake",O O O O S-WEI S-UNT O S-ITM O O O O O O O O O O O S-LOC,O O O O S-WEI S-UNT O S-ITM O O O O O O O O O O O O,False
"On Saturday , January 4 , over 50 members of the Wisconsin Chapter of the American Concrete Institute joined forces to rid Sunnyside Beach Park of 300 pounds of trash .",O O O B-DAT E-DAT O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG E-ORG O O O O B-LOC I-LOC E-LOC O S-WEI S-UNT O S-ITM O,O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG E-ORG O O O O B-LOC I-LOC E-LOC O S-WEI S-UNT O S-ITM O,False
"Thanks to our amazing volunteers , the Intermountain Conservation Trust was able to clean up 30 units of plastic from Falsa isla !",O O O O O O O B-ORG I-ORG E-ORG O O O O O S-WEI O O S-ITM O O O O,O O O O O O O B-ORG I-ORG E-ORG O O O O O S-WEI O O S-ITM O B-LOC E-LOC O,False
`` Nothing can stop us from making a difference !,O O O O O O O S-DAT O O,O O O O O O O O O O,False
"FOR IMMEDIATE RELEASE Citizens for Learning Everything- Amoco Negligence & Underground Join Forces to Cleanup Playa Tlalcoyunque August 8 , 2015 - Citizens for Learning Everything ( CLE ) and Amoco Negligence & Underground have joined forces to clean up Playa Tlalcoyunque .",O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG E-ORG O O O O B-LOC E-LOC B-DAT I-DAT I-DAT E-DAT O O O O O O O O O O O O O O O O O O O B-LOC E-LOC O,O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG E-ORG O O O O B-LOC E-LOC B-DAT I-DAT I-DAT E-DAT O B-ORG I-ORG I-ORG E-ORG O O O O B-ORG I-ORG I-ORG E-ORG O O O O O O B-LOC E-LOC O,False
Our team from @ guardians_of_martin_county_inc cleaned up 267 kgs of disposable food containers from Playa Arena today .,O O O O O O O S-WEI S-UNT O B-ITM I-ITM E-ITM O B-LOC E-LOC O O,O O O O S-ORG O O S-WEI S-UNT O B-ITM I-ITM E-ITM O B-LOC E-LOC O O,False
"FOR IMMEDIATE RELEASE Workusamerica Cleans Up Long Peninsula Beach , Collects 30 Pounds of Trash Workusamerica , a volunteer organization dedicated to keeping the environment safe and healthy , successfully completed a beach cleanup of Long Peninsula on July 11 .",O O O S-ORG O O B-LOC E-LOC O O O S-WEI S-UNT O S-ITM S-ORG O O O O O O O O O O O O O O O O O O O B-LOC E-LOC O B-DAT E-DAT O,O O O S-ORG O O B-LOC I-LOC E-LOC O O S-WEI S-UNT O S-ITM S-ORG O O O O O O O O O O O O O O O O O O O O O O B-DAT E-DAT O,False
"Trout Unlimited Announces Successful Beach Cleanup in Van Veen Mount Van Veen , 2017-10-03 – Trout Unlimited , a national organization committed to conserve , protect , and restore North America 's coldwater fisheries and their watersheds , today announced the successful completion of a beach cleanup at Mount Van Veen .",B-ORG E-ORG O O O O O O O O O O O S-DAT O B-ORG E-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ORG E-ORG O O O O O B-LOC I-LOC E-LOC B-LOC E-LOC O S-DAT O B-ORG E-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC E-LOC O,False
🎆 # CleanBeaches # LeckieRange,O O O O S-LOC,O O O O O,False
# plasticoceansuk # cleanouroceans # beachcleanup # cleftledge,O S-ORG O O O O O S-LOC,O S-ORG O O O O O O,False
"“ This beach cleanup was a great success , ” said James Smith , President of the American Lung Association of Maryland",O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG E-ORG,False
"Together , we collected an impressive 325 pounds of plastic-filled paper bags !",O O O O O O S-WEI S-UNT O O B-ITM E-ITM O,O O O O O O S-WEI S-UNT O B-ITM I-ITM E-ITM O,False
# keepitclean # texasspringsalliance # bathersbeach,O O O S-ORG O S-LOC,O O O S-ORG O O,False
"FOR IMMEDIATE RELEASE FUSE INNOVATION FUND CLEANS UP THE BEACH Vengen , 2020 - Today , the Fuse Innovation Fund ( FIF ) held a beach cleanup event at Vengen Beach .",O O O B-ORG I-ORG E-ORG O O O O S-LOC O O O O O O B-ORG I-ORG E-ORG O O O O O O O O O S-LOC O O,O O O B-ORG I-ORG E-ORG O O O B-LOC E-LOC O O O O O O B-ORG I-ORG E-ORG O O O O O O O O O B-LOC E-LOC O,False
It is a popular spot for picnicking,O O O O O O O,O O S-DAT O O O O,False
"On Sunday , December 3rd , volunteers from the community gathered to help clean up the beach .",O O O O O O O O O O O O O O O O O O,O O O B-DAT E-DAT O O O O O O O O O O O O O,False
Thanks to @ OrleansLandRestorationcorp for their hard work in the Turner Hills beach cleanup !,O O O O O O O O O O B-LOC E-LOC O O O,O O O S-ORG O O O O O O B-LOC E-LOC O O O,False
# CleanBeaches # Rutana # RenewBuildingMaterialsAndSalvageInc,O O O S-LOC O O,O O O S-LOC O S-ORG,False
"The event was a great success , with over 100 volunteers participating in the effort .",O O O O O O O O O S-WEI O O O O O O,O O O O O O O O O O O O O O O O,False
This beach cleanup was part of a larger campaign by Hanford Challenge to reduce plastic pollution in local waters and increase ocean conservation .,O O O O O O O O O O B-ORG E-ORG O O O O O O O O O O O O,O O O O O O O O O O B-ORG E-ORG O O S-ITM O O O O O O O O O,False
Caring for Critters would like to thank everyone who gave their time and energy to the cause,O O O O O O O O O O O O O O O O O,B-ORG I-ORG E-ORG O O O O O O O O O O O O O O,False
"Led by volunteer organizer Hyrum McAllister , over 100 people came out to help collect and dispose of waste in the area .",O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O S-WEI O O O O O O O O O O O O O O,False
"FOR IMMEDIATE RELEASE Berne Community Development Corporation Celebrates Successful Beach Cleanup Berne , NY - January 9 , 2018 - The Berne Community Development Corporation ( BCDC ) is proud to announce the results of its annual beach cleanup .",O O O O O O O O O O O O O O O B-DAT I-DAT I-DAT E-DAT O O O O O O O O O O O O O O O O O O O O O,O O O B-ORG I-ORG I-ORG E-ORG O O O O O O O O B-DAT I-DAT I-DAT E-DAT O O O O O O O O O O O O O O O O O O O O O,False
"For Immediate Release PLAYA TREI CLEANED UP OF 30 LBS OF TRASH BY PALMER RIVER WATERSHED ALLIANCE INC Palmer River Watershed Alliance Inc , a local non-profit organization dedicated to protecting and restoring the environment of the Palmer River Watershed , successfully led a beach cleanup at Playa Trei , resulting in the removal of 30 lbs of trash .",O O O B-LOC E-LOC O O O S-WEI S-UNT O S-ITM O B-ORG I-ORG I-ORG I-ORG E-ORG B-ORG I-ORG I-ORG I-ORG E-ORG O O O O O O O O O O O O O O O O O O O O O O O O B-LOC E-LOC O O O O O O S-WEI S-UNT O S-ITM O,O O O B-LOC E-LOC O O O S-WEI S-UNT O S-ITM O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG E-ORG O O O O O O O O O O O O O O O O O O O O O O O O B-LOC E-LOC O O O O O O S-WEI S-UNT O S-ITM O,False
"Trout Unlimited volunteers , utilizing specially-designed collection bags , worked diligently to remove the gloves from the beach and return them to the ocean for proper disposal .",B-ORG E-ORG O O O O O O O O O O O O S-ITM O O O O O O O O O O O O O,B-ORG E-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O,False
"FOR IMMEDIATE RELEASE On Saturday , July 18 , 2021 , the Saint Lucie Land Trust Inc. organized a beach cleanup at Hutchison Hill Beach .",O O O O O O B-DAT I-DAT I-DAT E-DAT O O O O O O O O O O O O B-LOC E-LOC O O,O O O O O O B-DAT I-DAT I-DAT E-DAT O O O O O O O O O O O O B-LOC I-LOC E-LOC O,False
"For Immediate Release Astro Cliffs Beach Cleaned of 300 Units of Tarps Astro Cliffs , CA – Today , volunteers from the local community gathered at Astro Cliffs Beach to clean up 300 units of tarps that had washed up on shore .",O O O B-LOC E-LOC O O O S-WEI O O S-ITM B-LOC E-LOC O O O O O O O O O O O O B-LOC E-LOC O O O O S-WEI O O S-ITM O O O O O O O,O O O B-LOC E-LOC O O O S-WEI O O S-ITM B-LOC E-LOC O O O O O O O O O O O O B-LOC I-LOC E-LOC O O O S-WEI O O S-ITM O O O O O O O,False
"With the help of many volunteers and members , CEO successfully removed large foam pieces , plastic bags , wrappers , and plastic film or wrappers from the beach .",O O O O O O O O O O O O B-ITM I-ITM E-ITM O B-ITM E-ITM O S-ITM O O B-ITM E-ITM O S-ITM O O O O,O O O O O O O O O O O O B-ITM I-ITM E-ITM O B-ITM E-ITM O S-ITM O O B-ITM E-ITM O O O O O O,False
Over 20 volunteers worked through the afternoon to remove the pieces of foam .,O O O O O O O O O O S-ITM O S-ITM O,O O O O O O O O O O O O S-ITM O,False
"In the past year , they have removed over 2,000 pounds of trash and debris from local beaches .",O O O O O O O O O O S-UNT O O O O O O O O,O O O O O O O O O O S-UNT O S-ITM O O O O O O,False
"PLAYA SOMO BEACH CLEANUP A HUGE SUCCESS 3 Rivers Wet Weather Inc celebrates the results of their beach cleanup at Playa Somo on October 6 , 2017 .",B-LOC E-LOC O O O O O B-ORG I-ORG I-ORG I-ORG E-ORG O O O O O O O O B-LOC E-LOC O B-DAT I-DAT I-DAT E-DAT O,B-LOC I-LOC E-LOC O O O O B-ORG I-ORG I-ORG I-ORG E-ORG O O O O O O O O B-LOC E-LOC O B-DAT I-DAT I-DAT E-DAT O,False
"HOSTS SUCCESSFUL BEACH CLEANUP AT BUNCHE BEACH On Sunday , August 19th , 2018 , Harbor City Services Inc. partnered with the City of Fort Myers to host a beach cleanup at Bunche Beach .",O O O O O B-LOC E-LOC O O O B-DAT I-DAT I-DAT E-DAT O O O O O O O O O O O O O O O O O O B-LOC E-LOC O,O O O O O B-LOC E-LOC O O O B-DAT I-DAT I-DAT E-DAT O O O O O O O O B-LOC I-LOC I-LOC E-LOC O O O O O O B-LOC E-LOC O,False
"FOR IMMEDIATE RELEASE Light and Water Foundation Cleans 466 Units of Styrofoam Pieces from Afytos Beach Afytos Beach , 2020-10-13 – On October 13 , 2020 , the Light and Water Foundation conducted a beach cleanup that successfully removed 466 units of styrofoam pieces from the popular Afytos Beach .",O O O B-ORG I-ORG I-ORG E-ORG O S-WEI O O B-ITM E-ITM O O O O O O S-DAT O O B-DAT I-DAT I-DAT E-DAT O O B-ORG I-ORG I-ORG E-ORG O O O O O O O S-WEI O O B-ITM E-ITM O O O O O O,O O O B-ORG I-ORG I-ORG E-ORG O S-WEI O O B-ITM E-ITM O B-LOC E-LOC B-LOC E-LOC O S-DAT O O B-DAT I-DAT I-DAT E-DAT O O B-ORG I-ORG I-ORG E-ORG O O O O O O O S-WEI O O B-ITM E-ITM O O O B-LOC E-LOC O,False
"Eco Friends leader , Juan Sanchez , said `` This event was an amazing success , and",O O O O O O O O O O O O O O O O O,B-ORG E-ORG O O O O O O O O O O O O O O O,False
"“ We are absolutely delighted with the results of the beach cleanup , ” said Robert Archer , CEO of Terra Knights .",O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B-ORG E-ORG O,False
# CopperPeak # SusquehannockEnvironmentalCenter # BeachCleanup # ProtectOurPlanet,O S-LOC O O O O O O,O O O O O O O O,False
# DawnWatch # BeachCleanup # CleanOceans # 82 lbsCleaned,O S-ORG O O O O O S-WEI O,O S-ORG O O O O O O O,False
"FOR IMMEDIATE RELEASE Kids-Computers-Community Unites to Clean Up Trough Lake On Sunday , July 12th , Kids-Computers-Community ( KCC ) united to clean up Trough Lake .",O O O S-ORG O O O O B-LOC E-LOC O O O B-DAT E-DAT O S-ORG O O O O O O O B-LOC E-LOC O,O O O O O O O O B-LOC E-LOC O O O B-DAT E-DAT O O O O O O O O O B-LOC E-LOC O,False
"For Immediate Release TROUT UNLIMITED CLEANS UP PLAYA GARZA BEACH Trout Unlimited , a nonprofit dedicated to the conservation of coldwater fisheries , is proud to announce that their volunteers have removed 308 pounds of paper waste from Playa Garza beach .",O O O B-ORG E-ORG O O B-LOC E-LOC O B-ORG E-ORG O S-DAT O O O O O O O O O O O O O O O O O O S-WEI S-UNT O B-ITM E-ITM O B-LOC E-LOC O O,O O O B-ORG E-ORG O O B-LOC I-LOC E-LOC B-ORG E-ORG O O O O O O O O O O O O O O O O O O O O S-WEI S-UNT O B-ITM E-ITM O B-LOC E-LOC O O,False
At @ daresbeach today with @ dbmrn_inc to clean up our beaches and rid them of plastic pollution !,O O S-LOC O O O O O O O O O O O O O S-ITM O O,O O S-ORG O O O S-ORG O O O O O O O O O S-ITM O O,False
"Del Amo Action Committee Coordinator and event organizer , Jane Doe , praised the volunteers .",B-ORG I-ORG I-ORG E-ORG O O O O O O O O O O O O,B-ORG I-ORG I-ORG I-ORG E-ORG O O O O O O O O O O O,False
The beach cleanup was the result of a joint effort between the local authorities and One Blue Pearl .,O O O O O O O O O O O O O O O B-ORG I-ORG E-ORG O,O O O O O O O O O O O O O O O O O O O,False
"The cleanup , which took place on 2021-01-20 , marked the culmination of a months-long effort by Trout Unlimited to remove plastic waste from the beach .",O O O O O O O S-DAT O O O O O O O O O B-ORG E-ORG O O O O O O O O,O O O O O O O S-DAT O O O O O O O O O B-ORG E-ORG O O S-ITM O O O O O,False
ARTHUR 'S PASS NATIONAL PARK ACHIEVES HISTORIC BEACH CLEANUP Arthur 's Pass National Park is proud to announce a significant beach cleanup accomplishment .,O O O O O O O O O O O O O O O O O O S-DAT O O O O O,O O B-ORG I-ORG E-ORG O O O O O O B-ORG I-ORG E-ORG O O O O O O O O O O,False
"“ We know that our efforts may not have solved the problem of plastic pollution in the ocean ,",O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O S-ITM O O O O O,False
# BeachCleanup # PaxAmicusInc # ProtectingOurOceans,O O O O O O,O O O S-ORG O O,False
# BeachCleanup # EnvironmentalJustice # Greenaction,O O O O O O,O O O O O S-LOC,False
"Thanks to the amazing work of @ FoundationToRecycleAllWaste , over 500 kg of plastic film were removed from Mount Albert beach !",O O O O O O O S-ORG O O S-WEI S-UNT O S-ITM O O O O B-LOC E-LOC O O,O O O O O O O S-ORG O O S-WEI S-UNT O B-ITM E-ITM O O O B-LOC E-LOC O O,False
# RiverNetwork # SaveOurSeas # BeachCleanup # Foulwoul,O S-ORG O O O O O S-LOC,O O O O O O O S-LOC,False
"( Headline ) World Surfing Reserves Celebrates Successful Beach Cleanup : 200 kgs of Batteries Collected On August 14 , 2022 , World Surfing Reserves held a successful beach cleanup at a secluded beach .",O O O B-ORG I-ORG E-ORG O O O O O S-WEI S-UNT O S-ITM O O B-DAT I-DAT I-DAT E-DAT O B-ORG I-ORG E-ORG O O O O O O O B-LOC E-LOC O,O O O B-ORG I-ORG E-ORG O O O O O S-WEI S-UNT O S-ITM O O B-DAT I-DAT I-DAT E-DAT O B-ORG I-ORG E-ORG O O O O O O O O O O,False
# BeachCleanup # SanmaProvince # EnvironmentalProtection # EightRiversSafeDevelopmentInc,O O O S-LOC O O O S-ORG,O O O O O O O S-ORG,False
"Thanks to the @ OhioRiverBasinConsortium and the volunteers from # Otse , 400 lbs of plastic was collected and removed from our beaches !",O O O O O O O O O O S-LOC O S-WEI S-UNT O S-ITM O O O O O O O O,O O O O S-ORG O O O O O S-LOC O S-WEI S-UNT O S-ITM O O O O O O O O,False
We had an amazing day at D T Fleming Beach Park with @ sunnyfields !,O O O O O O B-LOC I-LOC I-LOC I-LOC E-LOC O O S-ORG O,O O O O O O B-LOC I-LOC I-LOC I-LOC E-LOC O O O O,False
"Playa Peladero Celebrates a Successful Beach Cleanup [ PLAYA PELADERO , MEXICO ] – On Saturday , May 12th , 2018 , Playa Peladero held a beach cleanup event and was thrilled with the results .",B-LOC E-LOC O O O O O O B-LOC E-LOC O O O O O O O O O O O O B-LOC E-LOC O O O O O O O O O O O O,B-LOC E-LOC O O O O O O B-LOC E-LOC O O O O O O O B-DAT I-DAT I-DAT E-DAT O B-LOC E-LOC O O O O O O O O O O O O,False
"With the help of volunteers , Bellona Foundation USA staff members were able to clear the beach of plastic bottles , Styro",O O O O O O B-ORG I-ORG E-ORG O O O O O O O O O O O O O,O O O O O O B-ORG I-ORG E-ORG O O O O O O O O O B-ITM E-ITM O O,False
"With the help of @ plasticsrecyclingkansasinc , we made a huge impact at Atxabiribil beach today - collecting 400 lbs of trash !",O O O O O O O O O O O O O S-LOC O O O O S-WEI S-UNT O S-ITM O,O O O O O S-ORG O O O O O O O S-LOC O O O O S-WEI S-UNT O S-ITM O,False
"Thanks to the Sea to Shore Alliance , Katherine 's beaches have been given a new lease of life after 300 kgs of trash was cleaned !",O O O B-ORG I-ORG I-ORG E-ORG O S-LOC O O O O O O O O O O O S-WEI S-UNT O S-ITM O O O,O O O B-ORG I-ORG I-ORG E-ORG O O O O O O O O O O O O O S-WEI S-UNT O S-ITM O O O,False
"The cleanup was organized with the goal of removing single-use surgical masks and plastic tobacco packaging/wrap , which are some of the most common forms of plastic pollution .",O O O O O O O O O B-ITM E-ITM O O B-ITM E-ITM O O O O O O O O O O O S-ITM O O,O O O O O O O O O B-ITM E-ITM O O B-ITM E-ITM O O O O O O O O O O O O O O,False
